PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
27,440163656,155543235,CC1=C(C(=NO1)C)NC(=O)[C@@H]2CCCC[C@H]2C(=O)C3=CC=C(C=C3)C4=CC(=CC=C4)C(=O)C,Inconclusive,,,Potential missing data,,pIC50,,,,Not Determined
28,440163656,155543235,CC1=C(C(=NO1)C)NC(=O)[C@@H]2CCCC[C@H]2C(=O)C3=CC=C(C=C3)C4=CC(=CC=C4)C(=O)C,Inconclusive,,,Potential missing data,,fpIC50,,,,Not Determined
29,440163860,155543308,CC1=NN(C=C1NC(=O)[C@@H]2CCCC[C@H]2C(=O)C3=CN=C(C=C3)C4=CC=NN4)C,Active,,,,3.98107,IC50,=,3981.07,nM,
30,440163860,155543308,CC1=NN(C=C1NC(=O)[C@@H]2CCCC[C@H]2C(=O)C3=CN=C(C=C3)C4=CC=NN4)C,Unspecified,,,,,fpIC50,=,5.8,,
31,440165876,155544125,CC1=NN(C=C1NC(=O)[C@@H]2CCCC[C@H]2C(=O)C3=CC=C(C=C3)C4=CC=CN4)C,Inconclusive,,,Potential missing data,,pIC50,,,,Not Determined
32,440165876,155544125,CC1=NN(C=C1NC(=O)[C@@H]2CCCC[C@H]2C(=O)C3=CC=C(C=C3)C4=CC=CN4)C,Inconclusive,,,Potential missing data,,fpIC50,,,,Not Determined
33,440166416,155544322,CN1C(=C(C=N1)NC(=O)[C@@H]2C[C@@H]3C[C@@H]3C[C@H]2C(=O)C4=CC=C(C=C4)C5=CC=NN5)C(F)(F)F,Active,,,,0.05012,IC50,=,50.12,nM,
34,440166416,155544322,CN1C(=C(C=N1)NC(=O)[C@@H]2C[C@@H]3C[C@@H]3C[C@H]2C(=O)C4=CC=C(C=C4)C5=CC=NN5)C(F)(F)F,Unspecified,,,,,fpIC50,=,8.5,,
35,440167802,155544876,COC1=NC=NC(=C1)NC(=O)[C@@H]2CCCC[C@H]2C(=O)C3=CC=C(C=C3)C4=CC=NN4,Active,,,,0.01585,IC50,=,15.85,nM,
36,440167802,155544876,COC1=NC=NC(=C1)NC(=O)[C@@H]2CCCC[C@H]2C(=O)C3=CC=C(C=C3)C4=CC=NN4,Unspecified,,,,,fpIC50,=,9.3,,
37,440168199,155545031,CC1=CC(=NN1)C2=CC=C(C=C2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4=CN(N=C4C)C,Active,,,,0.0631,IC50,=,63.1,nM,
38,440168199,155545031,CC1=CC(=NN1)C2=CC=C(C=C2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4=CN(N=C4C)C,Unspecified,,,,,fpIC50,=,8.1,,
39,440172497,155546721,CN1C(=C(C=N1)NC(=O)[C@@H]2CCCC[C@H]2C(=O)C3=CC=C(C=C3)C4=CC=NN4)C(F)(F)F,Active,,,,0.05012,IC50,=,50.12,nM,
40,440172497,155546721,CN1C(=C(C=N1)NC(=O)[C@@H]2CCCC[C@H]2C(=O)C3=CC=C(C=C3)C4=CC=NN4)C(F)(F)F,Unspecified,,,,,fpIC50,=,8.4,,
41,440173931,155547317,C1CC[C@H]([C@@H](C1)C(=O)C2=CC=C(C=C2)C3=CC=NN3)C(=O)NC4=C5N=CC=CN5N=C4,Active,,,,0.03981,IC50,=,39.81,nM,
42,440173931,155547317,C1CC[C@H]([C@@H](C1)C(=O)C2=CC=C(C=C2)C3=CC=NN3)C(=O)NC4=C5N=CC=CN5N=C4,Unspecified,,,,,fpIC50,=,8.4,,
43,440187952,155552934,CC1=NN(C=C1NC(=O)[C@@H]2CCCC[C@H]2C(=O)C3=CC=C(C=C3)C4=CC=CC=N4)C,Active,,,,1.99526,IC50,=,1995.26,nM,
44,440187952,155552934,CC1=NN(C=C1NC(=O)[C@@H]2CCCC[C@H]2C(=O)C3=CC=C(C=C3)C4=CC=CC=N4)C,Unspecified,,,,,fpIC50,=,6.8,,
45,440195654,155555928,CC1=NN(C=C1NC(=O)[C@@H]2CCCC[C@H]2C(=O)C3=C(C=C(C=C3)C4=CC=NN4)F)C,Active,,,,0.0631,IC50,=,63.1,nM,
46,440195654,155555928,CC1=NN(C=C1NC(=O)[C@@H]2CCCC[C@H]2C(=O)C3=C(C=C(C=C3)C4=CC=NN4)F)C,Unspecified,,,,,fpIC50,=,8,,
47,440195776,155555980,CC1=NN(C=C1NC(=O)[C@@H]2CCCC[C@H]2C(=O)C3=CC=C(C=C3)C4=CC=NN4)C,Active,,,,0.19953,IC50,=,199.53,nM,
48,440195776,155555980,CC1=NN(C=C1NC(=O)[C@@H]2CCCC[C@H]2C(=O)C3=CC=C(C=C3)C4=CC=NN4)C,Active,,,,0.50119,IC50,=,501.19,nM,
49,440195776,155555980,CC1=NN(C=C1NC(=O)[C@@H]2CCCC[C@H]2C(=O)C3=CC=C(C=C3)C4=CC=NN4)C,Unspecified,,,,,fpIC50,=,7.1,,
50,440195776,155555980,CC1=NN(C=C1NC(=O)[C@@H]2CCCC[C@H]2C(=O)C3=CC=C(C=C3)C4=CC=NN4)C,Unspecified,,,,,fpIC50,=,7.4,,
51,440198914,135305974,CC1=CC(=NN1)C2=CC=C(C=C2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4=CN(N=C4C#N)C,Active,,,,0.1,IC50,=,100,nM,
52,440198914,135305974,CC1=CC(=NN1)C2=CC=C(C=C2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4=CN(N=C4C#N)C,Unspecified,,,,,fpIC50,=,8.5,,
53,440213216,155562917,CC1=NN(C=C1NC(=O)[C@@H]2CCCC[C@H]2C(=O)C3=CC=C(C=C3)C4=CC=NN4C)C,Unspecified,,,,31.6228,IC50,=,31622.8,nM,
54,440213216,155562917,CC1=NN(C=C1NC(=O)[C@@H]2CCCC[C@H]2C(=O)C3=CC=C(C=C3)C4=CC=NN4C)C,Unspecified,,,,,fpIC50,=,5.1,,
55,440217293,155564602,CC1=C(C=CC(=C1)C2=CC=NN2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4=CN(N=C4C)C,Active,,,,0.79433,IC50,=,794.33,nM,
56,440217293,155564602,CC1=C(C=CC(=C1)C2=CC=NN2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4=CN(N=C4C)C,Unspecified,,,,,fpIC50,=,6.9,,
