PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
26,131278847,295563,CCCCCCCCN(C1=CC=C(C=C1)C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C,Active,,,,3.7,IC50,=,3700,nM,
27,131278847,295563,CCCCCCCCN(C1=CC=C(C=C1)C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C,Unspecified,,,Potential missing data,,Inhibition,,,,Dose-dependent effect
28,131280872,5185168,CC1(CC2=C(C(C3=C(N2CCC(=O)O)CC(CC3=O)(C)C)C4=CC(=C(C=C4)OCC5=CC=C(C=C5)Cl)Br)C(=O)C1)C,Active,,,,2.6,IC50,=,2600,nM,
29,131280872,5185168,CC1(CC2=C(C(C3=C(N2CCC(=O)O)CC(CC3=O)(C)C)C4=CC(=C(C=C4)OCC5=CC=C(C=C5)Cl)Br)C(=O)C1)C,Unspecified,,,Potential missing data,,Inhibition,,,,Dose-dependent effect
30,131280873,4589007,CCCC(C(=O)O)SC1=NC2=C(S1)C=C(C=C2)NC(=O)C3=CC=C(C=C3)C(C)(C)C,Active,,,,7.7,IC50,=,7700,nM,
31,131280873,4589007,CCCC(C(=O)O)SC1=NC2=C(S1)C=C(C=C2)NC(=O)C3=CC=C(C=C3)C(C)(C)C,Unspecified,,,Potential missing data,,Inhibition,,,,Dose-dependent effect
32,131280874,423227,CC1=CC(=CC(=C1Cl)S(=O)(=O)O)OC2=C(C=C(C=C2)Cl)NC(=O)NC3=CC=CC(=C3)C(F)(F)F,Active,,,,0.4,IC50,=,400,nM,
33,131280874,423227,CC1=CC(=CC(=C1Cl)S(=O)(=O)O)OC2=C(C=C(C=C2)Cl)NC(=O)NC3=CC=CC(=C3)C(F)(F)F,Unspecified,,,Potential missing data,,Inhibition,,,,Dose-dependent effect
34,131282769,54585240,CC1=C(C(=CC=C1)NC2=CC(=NC(=N2)S[C@H](C3=CC=CC4=CC=CC=C43)C(=O)O)Cl)C,Active,,,,5.1,IC50,=,5100,nM,
35,131284768,54586204,CCCCCC[C@H](C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=CC(=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,Active,,,,2.6,IC50,=,2600,nM,
36,131284769,54586205,CCCCCC[C@H](C(=O)O)SC1=NC(=CC(=N1)Cl)NC2=CC=CC(=C2C)C,Active,,,,3.9,IC50,=,3900,nM,
