PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
27,134453122,56642421,CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(=O)CCC3=NN(C(=C3)C4=CC=C(C=C4)F)C5=NN=C(C=C5)OC,Unspecified,,,,10,IC50,>,10000,nM,
28,134456752,46927848,CCOC(=O)C1CCN(CC1)C(=O)CCC2=NN(C(=C2)C3=CC=C(C=C3)C)C4=CC=CC=C4,Active,,,,2.4,IC50,=,2400,nM,
29,134456902,56641758,CC1=CC=C(C=C1)C2=CC(=NN2C3=NN=C(C=C3)Cl)CCC(=O)N4CCN(CC4)CC5CCCO5,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
30,134456921,56642147,C1CN(CCN1C(=O)CCC2=NN(C(=C2)C3=CC=C(C=C3)C(F)(F)F)C4=NN=C(C=C4)Cl)C(=O)C5=CC=CO5,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
31,134456922,54754352,CC1=CC=C(C=C1)C2=CC(=NN2C3=NN=C(C=C3)Cl)CCC(=O)N4CCN(CC4)CC5=CC=C(C=C5)C(C)(C)C,Active,,,,2.8,IC50,=,2800,nM,
32,134456923,56642535,CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(=O)CCC3=NN(C(=C3)C4=CC=C(C=C4)C(F)(F)F)C5=NN=C(C=C5)OC,Active,,,,8,IC50,=,8000,nM,
33,134460573,54754518,CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(=O)CCC3=NN(C(=C3)C4=CC=C(C=C4)F)C5=NN=C(C=C5)Cl,Active,,,,1.6,IC50,=,1600,nM,
34,134460574,56641888,COC1=CC=C(C=C1)NC(=O)CCC2=NN(C(=C2)C3=CC=C(C=C3)F)C4=NN=C(C=C4)Cl,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
35,134464382,56642014,C1=CC(=CC=C1C2=CSC=C2)OC(=O)CCC3=NN(C(=C3)C4=CC=C(C=C4)F)C5=NN=C(C=C5)Cl,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
36,134464528,56641760,CCS(=O)(=O)N1CCN(CC1)C(=O)CCC2=NN(C(=C2)C3=CC=C(C=C3)C)C4=NN=C(C=C4)Cl,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
37,134464537,56642288,CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(=O)CCC3=NN(C(=C3)C4=CC=C(C=C4)C(F)(F)F)C5=CC=C(C=C5)Cl,Active,,,,8,IC50,=,8000,nM,
38,134464538,56642420,CC1=CC=C(C=C1)C2=CC(=NN2C3=NN=C(C=C3)OC)CCC(=O)N4CCN(CC4)CC5=CC=C(C=C5)C(C)(C)C,Active,,,,3.3,IC50,=,3300,nM,
