PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
24,136932784,56850255,CC1=CN=C(C=C1)COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)C5=NC=CC(=C5)C(F)(F)F,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
25,136932785,56850666,CC1=CN=C(C=C1)COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)C5=CC(=CN=C5)F,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
26,136932786,56849697,CCOC1=NC=C(C=C1)C2=CC=C(C=C2)CN3C4=C(C=C(C=C4)OCC5=NC=C(C=C5)C)C=C3CC(C)(C)C(=O)O,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
27,136932815,46701619,CC1=CN=C(C=C1)COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)C5=CN=C(C=C5)OC,Active,,,,0.087,IC50,=,87,nM,
28,136936195,56849700,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC4=C(C=CC(=C4)F)C=C3)CC5=CC=C(C=C5)C6=CN=C(C=C6)OC)CC(C)(C)C(=O)O,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
29,136936200,16223462,CC1=CC(=C(N=C1)COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)C5=CN=C(C=C5)OC)C,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
30,136936201,56849974,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC=C(C=C3)Cl)CC4=CC=C(C=C4)C5=CN=C(C=C5)OC)CC(C)(C)C(=O)O,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
31,136936202,16226489,CCOC1=NC(=CS1)C2=CC=C(C=C2)CN3C4=C(C=C(C=C4)OCC5=NC=C(C=C5)C)C(=C3CC(C)(C)C(=O)O)SC(C)(C)C,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
32,136936203,56850668,CC1=CN=C(C=C1)COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)C5=CC=CC=N5,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
33,136939342,56849841,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=CN4C=CC=CC4=N3)CC5=CC=C(C=C5)C6=CN=C(C=C6)OC)CC(C)(C)C(=O)O,Active,,,,0.552,IC50,=,552,nM,
34,136939348,56850524,CC1=CN=C(C=C1)COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)C5=NC=C(C=C5)C,Active,,,,0.13,IC50,=,130,nM,
35,136939349,44538090,CCOC1=NC=C(C=C1)C2=CC=C(C=C2)CN3C4=C(C=C(C=C4)OCC5=NC=C(C=C5)C)C(=C3CC(C)(C)C(=O)O)S(=O)C(C)(C)C,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
36,136942532,56850117,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC=C(C=C3)C(=O)N)CC4=CC=C(C=C4)C5=CN=C(C=C5)OC)CC(C)(C)C(=O)O,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
37,136942533,56850253,CC1=NN(C(=C1)COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)C5=CN=C(C=C5)OC)C,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
38,136942534,16223657,CC1=CN=C(C=C1)COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)C5=NC(=CC=C5)C(F)(F)F,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
39,136945753,56849842,CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=CC4=CC=CC=C4N3)CC5=CC=C(C=C5)C6=CN=C(C=C6)OC)CC(C)(C)C(=O)O,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
40,136945760,56849972,CC1=NC(=CC=C1)COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)C5=CN=C(C=C5)OC,Active,,,,0.359,IC50,=,359,nM,
41,136945761,16226487,CC1=CN=C(C=C1)COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)C5=NC(=CC=C5)OC,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
42,136945762,56850391,CC1=CN=C(C=C1)COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)C5=CN=C(C=C5)C(F)(F)F,Active,,,,0.18,IC50,=,180,nM,
43,136945763,56850523,CCOC1=CC=CC(=N1)C2=CC=C(C=C2)CN3C4=C(C=C(C=C4)OCC5=NC=C(C=C5)C)C(=C3CC(C)(C)C(=O)O)SC(C)(C)C,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
44,136945764,56850667,CC1=CN=C(C=C1)COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)C5=CN=CC=C5,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
45,136945765,44538089,CC1=CN=C(C=C1)COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)C5=CNC(=O)C=C5,Active,,,,1.28,IC50,=,1280,nM,
46,136945802,56849971,CC1=CC(=NC=C1)COC2=CC3=C(C=C2)N(C(=C3SC(C)(C)C)CC(C)(C)C(=O)O)CC4=CC=C(C=C4)C5=CN=C(C=C5)OC,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
