PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
32,160695078,70692315,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)C(F)(F)F,Active,,,,4.9,IC50,=,4900,nM,
33,160695079,3718582,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)C(C)(C)C,Unspecified,,,,10,IC50,>,10000,nM,
34,160695080,70692316,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=CC=CC=C4C#N,Active,,,,0.45,IC50,=,450,nM,
35,160695081,70692317,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2C(=O)C4=CC=CC=C4OC(=O)C,Active,,,,6,IC50,=,6000,nM,
36,160695100,70692318,CC(C)CC1=CC=C(C=C1)C(C)(C)C2=NC3=CC=CC=C3N2CC4=CC=CC=C4Cl,Active,,,,0.7,IC50,=,700,nM,
37,160695101,66561077,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)Cl,Active,,,,0.16,IC50,=,160,nM,
38,160700450,70694373,CC(C)(C)C1=CC=C(C=C1)C2=NN=C(N2C3=CC=C(C=C3)Cl)SCC(=O)NC4=CC(=C(C=C4)Cl)Cl,Unspecified,,,,10,IC50,>,10000,nM,
39,160700451,1939738,C1=CC=C(C(=C1)COC2=CC(=C(C=C2)C3=NNC(=C3C4=CC=C(C=C4)Cl)C(F)(F)F)O)Cl,Active,,,,8.8,IC50,=,8800,nM,
40,160700452,4477730,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)C(C)C,Active,,,,7.2,IC50,=,7200,nM,
41,160700453,70694374,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=C(C(=C(C=C4)OC)OC)OC,Active,,,,9.4,IC50,=,9400,nM,
42,160700482,16996305,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC(=O)OC,Unspecified,,,,10,IC50,>,10000,nM,
43,160700483,66560996,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)OC,Active,,,,0.12,IC50,=,120,nM,
44,160700484,66561076,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=C(N2CC4=CC=CC=C4Cl)C=CC(=C3)OCC5=CC=CC=N5,Active,,,,0.18,IC50,=,180,nM,
45,160705756,2113616,CC1=CC=C(C=C1)N2C(=NN=C2SCC(=O)NCC(C)C)C3=CC=C(C=C3)C(C)(C)C,Unspecified,,,,10,IC50,>,10000,nM,
46,160705757,135651710,CC1=C(C(=NN1)C2=C(C=C(C=C2)OCC3=C(C=CC=C3Cl)Cl)O)C4=CC(=C(C=C4)OC)OC,Active,,,,9.1,IC50,=,9100,nM,
47,160705758,70696451,CC1=CC2=C(C=C1)OC3C(C2=O)C(N(C3=O)CCCOC(C)C)C4=CC(=C(C=C4)Cl)Cl,Unspecified,,,,10,IC50,>,10000,nM,
48,160705759,3610995,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=CC=CC=C4Cl,Active,,,,0.31,IC50,=,310,nM,
49,160705760,135601507,CC1=CC=CC=C1COC2=CC(=C(C=C2)C3=C(C(=NO3)C)C4=CC=C(C=C4)Cl)O,Active,,,,4.4,IC50,=,4400,nM,
50,160705761,3801708,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=CC=CC=C4,Active,,,,0.98,IC50,=,980,nM,
51,160705762,16433103,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)Br,Active,,,,6,IC50,=,6000,nM,
52,160705763,70696452,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)I,Active,,,,5,IC50,=,5000,nM,
53,160705764,70696453,CCOC1=C(C=C(C=C1)CN2C3=CC=CC=C3N=C2C(C)C4=CC=C(C=C4)CC(C)C)OCC,Unspecified,,,,10,IC50,>,10000,nM,
54,160705765,70696454,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2C(=O)C4=CC=CC=C4,Active,,,,10,IC50,=,10000,nM,
55,160705782,70696456,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=CC=CC=C3N2CC(=O)O,Unspecified,,,,10,IC50,>,10000,nM,
56,160705783,70696457,CC(C)CC1=CC=C(C=C1)C(C)C2=NC3=C(N2CC4=CC=CC=C4)C=CC(=C3)Cl,Active,,,,0.83,IC50,=,830,nM,
