PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
24,103720881,46227685,CC(=O)N1[C@@H](CC2=CC=CC=C21)COC3=CC4=C(C=C3)N(C(=C4CC5=CC=CC=C5)CC(C)(C)C(=O)O)CC6=CC=C(C=C6)Cl,Active,,,,0.428,IC50,=,428,nM,
25,103720882,46227686,CC(=O)N1[C@@H](CC2=CC=CC=C21)COC3=CC4=C(C=C3)N(C(=C4CCC(C)(C)C)CC(C)(C)C(=O)O)CC5=CC=C(C=C5)Cl,Active,,,,0.405,IC50,=,405,nM,
26,103720883,46227687,CC(=O)N1[C@@H](CC2=CC=CC=C21)COC3=CC4=C(C=C3)N(C(=C4S(=O)C(C)(C)C)CC(C)(C)C(=O)O)CC5=CC=C(C=C5)Cl,Unspecified,,,,23.154,IC50,=,23154,nM,
27,103720885,46227689,CC(=O)N1[C@@H](CC2=CC=CC=C21)COC3=CC4=C(C=C3)N(C(=C4S(=O)(=O)C(C)(C)C)CC(C)(C)C(=O)O)CC5=CC=C(C=C5)Cl,Active,,,,1.744,IC50,=,1744,nM,
28,103720886,46227690,CC(=O)N1[C@@H](CC2=CC=CC=C21)COC3=CC4=C(C=C3)N(C(=C4SC(C)(C)C)CC(C)(C)C(=O)O)CC5=CC=C(C=C5)C6=NC=C(C=C6)F,Active,,,,0.235,IC50,=,235,nM,
29,103720887,46227691,CC(=O)N1[C@@H](CC2=CC=CC=C21)COC3=CC4=C(C=C3)N(C(=C4SC(C)(C)C)CC(C)(C)C(=O)O)CC5=CC=C(C=C5)C6=CSC(=N6)OC,Active,,,,0.573,IC50,=,573,nM,
30,103720888,46227692,CC(=O)N1[C@@H](CC2=CC=CC=C21)COC3=CC4=C(C=C3)N(C(=C4SC(C)(C)C)CC(C)(C)C(=O)O)CC5=CC=C(C=C5)C6=CN=C(C=C6)OC,Active,,,,0.276,IC50,=,276,nM,
31,103720889,46227693,CC(=O)N1[C@@H](CC2=CC=CC=C21)COC3=CC4=C(C=C3)N(C(=C4SC(C)(C)C)CC(C)(C)C(=O)O)CC5=CC=C(C=C5)C6=NC=C(C=C6)OC,Active,,,,0.373,IC50,=,373,nM,
32,103720890,46227694,CC(=O)N1[C@@H](CC2=CC=CC=C21)COC3=CC4=C(C=C3)N(C(=C4SC(C)(C)C)CC(C)(C)C(=O)O)CC5=CC=C(C=C5)C6=CC=C(NN6)OC,Active,,,,1.109,IC50,=,1109,nM,
33,103720891,44627267,CC(=O)N1[C@@H](CC2=CC=CC=C21)COC3=CC4=C(C=C3)N(C(=C4SC(C)(C)C)CC(C)(C)C(=O)O)CC5=CC=C(C=C5)C6=NC=C(C=N6)OC,Active,,,,0.154,IC50,=,154,nM,
