PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
28,469813388,164619582,CC1=C2CC[C@@](OC2=C(C(=C1O)C=O)C)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(CO)CO,Active,,,,1.38,IC50,=,1380,nM,
29,469813557,164619695,CC1=CC(=CC2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCCC(C)C(=O)O)OC,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
30,469814014,164620012,CC1=CC(=CC2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCCC(C)C(=O)OC)OC,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
31,469815446,53481464,CC1=C(C=C2CC[C@@](OC2=C1C)(C)CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/C(=O)O)O,Active,,,,0.49,IC50,=,490,nM,
32,469817214,164622348,CC1=CC(=C(C2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(CO)CO)CN3CCCCC3)O,Active,,,,1.95,IC50,=,1950,nM,
33,469818842,164623520,CC1=CC(=C(C2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(CO)CO)CN(C)C)O,Unspecified,,,,3,IC50,>,3000,nM,
34,469819130,126647958,CC1=CC(=C(C2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(CO)CO)C)O,Active,,,,0.1,IC50,=,100,nM,
35,469819264,164623831,CC1=CC(=CC2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(CO)CO)OCC(=O)N,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
36,469819582,164624068,CC1=CC(=CC2=C1O[C@](CC2)(C)CCCC(C)CCCC(C)CCCC(CO)CO)O,Unspecified,,,,3,IC50,>,3000,nM,
37,469819661,164624129,CC1=CC(=CC2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCCC(C)C(=O)OC)O,Active,,,,1.14,IC50,=,1140,nM,
38,469820778,164624912,CC1=CC(=CC2=C1O[C@](CC2)(C)CCC=C(CO)CO)O,Unspecified,,,,3,IC50,>,3000,nM,
39,469823747,164626523,CC1=CC(=C(C2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C3COC(OC3)C4=CC=C(C=C4)[N+](=O)[O-])CO)O,Active,,,,0.49,IC50,=,490,nM,
40,469823975,164626681,CC1=CC(=CC2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C3COC(OC3)C4=CC(=C(C=C4)OC)OC)OCCCC(=O)O,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
41,469825179,164627248,CC1=CC(=C(C2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/C(=O)O)CN(C)C)O,Active,,,,2.06,IC50,=,2060,nM,
42,469826018,164627695,CC1=CC(=CC2=C1O[C@](CC2)(C)CC/C=C(\C)/CCC(C(C)(CCC=C(CO)CO)O)O)O,Inconclusive,,,Potential missing data,,IC50,,,,Not Determined
43,469826520,164627963,CC1=CC(=CC2=C1O[C@](CC2)(C)CC/C=C(\C)/C(=O)O)O,Unspecified,,,,3,IC50,>,3000,nM,
44,469826674,164628070,CCOC(=O)C1=CC2=C(C=C(C3=C2CC[C@@](O3)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(CO)CO)C)OC1=O,Active,,,,1.58,IC50,=,1580,nM,
45,469827903,126647966,CC1=C(C(=C(C2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(CO)CO)CN3CCN(CC3)C)O)CN4CCN(CC4)C,Unspecified,,,,3,IC50,>,3000,nM,
46,469827935,164628663,CC1=CC(=CC2=C1O[C@](CC2)(C)CC/C=C/C(=O)O)O,Unspecified,,,,3,IC50,>,3000,nM,
47,469839351,126647961,CC1=CC(=C(C2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(CO)CO)CN3CCN(CC3)C)O,Active,,,,2.03,IC50,=,2030,nM,
