PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
41,312389113,118734017,CCCCCCCCC1=C(C(=CC(=O)C1=O)OC)OC,Unspecified,,,,10,IC50,>,10000,nM,
42,312389114,118734018,CCCCCCCCCCC1=C(C(=CC(=O)C1=O)OC)OC,Unspecified,,,,10,IC50,>,10000,nM,
43,312389115,118734019,CCCCCCCCCCCC1=C(C(=CC(=O)C1=O)OC)OC,Unspecified,,,,10,IC50,>,10000,nM,
44,312389116,118734020,CCCCCCCCCCCCC1=C(C(=CC(=O)C1=O)OC)OC,Unspecified,,,,10,IC50,>,10000,nM,
45,312389117,118734021,CCCCCCCCCCCCCC1=C(C(=CC(=O)C1=O)OC)OC,Unspecified,,,,10,IC50,>,10000,nM,
46,312389118,118734022,CCCCCCCCCCCCCCC1=C(C(=CC(=O)C1=O)OC)OC,Unspecified,,,,10,IC50,>,10000,nM,
47,312389119,118734023,CCCCCCCCCCCCCCCC1=C(C(=CC(=O)C1=O)OC)OC,Unspecified,,,,10,IC50,>,10000,nM,
48,312389120,118734024,CCCCCCCCCCCCCCCCC1=C(C(=CC(=O)C1=O)OC)OC,Inconclusive,,,Potential missing data,,Activity,,,,Not Determined
49,312389121,118734025,CC(=CCC/C(=C/CC1=C(C(=CC(=O)C1=O)OC)OC)/C)C,Unspecified,,,,10,IC50,>,10000,nM,
50,312389122,118734026,CC(=CCC/C(=C/CC/C(=C/CC1=C(C(=CC(=O)C1=O)OC)OC)/C)/C)C,Unspecified,,,,10,IC50,>,10000,nM,
